user_id,name,email,phone,age,city,profession,social_score,app_usage_score,bill_payment_score,recharge_pattern_score,is_defaulter
293,User293,user293@example.com,9876500293,20,Kolkata,Engineer,0.72,0.43,0.87,0.21,1
294,User294,user294@example.com,9876500294,31,Mumbai,Freelancer,0.63,0.15,0.15,0.84,0
295,User295,user295@example.com,9876500295,25,Chennai,Teacher,0.84,0.68,0.53,0.43,1
296,User296,user296@example.com,9876500296,45,Mumbai,Freelancer,0.6,0.11,0.36,0.24,0
297,User297,user297@example.com,9876500297,27,Mumbai,Manager,0.86,0.69,0.19,0.39,0
298,User298,user298@example.com,9876500298,37,Delhi,Driver,0.55,0.93,0.32,0.23,0
299,User299,user299@example.com,9876500299,36,Bangalore,Engineer,0.15,0.34,0.61,0.59,0
300,User300,user300@example.com,9876500300,33,Kolkata,Driver,0.89,0.91,0.63,0.35,0
301,User301,user301@example.com,9876500301,31,Kolkata,Manager,0.4,0.7,0.09,0.04,0
302,User302,user302@example.com,9876500302,44,Kolkata,Driver,0.15,0.91,0.11,0.91,0
303,User303,user303@example.com,9876500303,47,Delhi,Manager,0.98,0.25,0.85,1.0,1
304,User304,user304@example.com,9876500304,22,Delhi,Teacher,0.16,0.55,0.87,0.21,1
305,User305,user305@example.com,9876500305,31,Mumbai,Manager,0.98,0.51,0.94,0.98,0
306,User306,user306@example.com,9876500306,20,Bangalore,Engineer,0.83,0.07,0.81,0.46,0
307,User307,user307@example.com,9876500307,47,Kolkata,Driver,0.19,0.87,0.29,0.44,0
308,User308,user308@example.com,9876500308,42,Mumbai,Engineer,0.8,0.71,0.66,0.63,0
309,User309,user309@example.com,9876500309,22,Delhi,Manager,0.9,0.76,0.05,0.59,1
310,User310,user310@example.com,9876500310,37,Bangalore,Driver,0.83,0.94,0.13,0.48,0
311,User311,user311@example.com,9876500311,42,Delhi,Engineer,0.79,0.98,0.46,0.02,0
312,User312,user312@example.com,9876500312,21,Chennai,Driver,0.96,0.42,0.19,0.87,0
313,User313,user313@example.com,9876500313,39,Bangalore,Driver,0.89,0.19,0.43,0.73,1
314,User314,user314@example.com,9876500314,26,Bangalore,Manager,0.83,0.62,0.81,0.39,1
315,User315,user315@example.com,9876500315,22,Chennai,Driver,0.86,0.85,0.99,0.25,0
316,User316,user316@example.com,9876500316,43,Kolkata,Engineer,0.7,0.61,0.55,0.93,0
317,User317,user317@example.com,9876500317,27,Kolkata,Engineer,0.37,0.92,0.41,0.36,0
318,User318,user318@example.com,9876500318,35,Bangalore,Engineer,0.18,0.94,0.76,0.7,0
319,User319,user319@example.com,9876500319,37,Mumbai,Teacher,0.69,0.32,0.07,0.12,0
320,User320,user320@example.com,9876500320,48,Kolkata,Teacher,0.23,0.77,0.51,0.72,0
321,User321,user321@example.com,9876500321,37,Mumbai,Driver,0.55,0.85,0.45,0.58,0
322,User322,user322@example.com,9876500322,30,Bangalore,Manager,0.93,0.37,0.43,0.1,0
323,User323,user323@example.com,9876500323,41,Chennai,Engineer,0.22,0.92,0.58,0.23,0
324,User324,user324@example.com,9876500324,28,Chennai,Teacher,0.48,0.27,0.76,0.51,0
325,User325,user325@example.com,9876500325,38,Delhi,Teacher,0.38,0.59,0.83,0.17,1
326,User326,user326@example.com,9876500326,21,Delhi,Freelancer,0.88,0.05,0.95,0.36,0
327,User327,user327@example.com,9876500327,28,Delhi,Engineer,0.84,0.53,0.13,0.7,0
328,User328,user328@example.com,9876500328,32,Delhi,Manager,0.37,0.78,0.39,0.42,0
329,User329,user329@example.com,9876500329,36,Bangalore,Freelancer,0.33,0.08,0.81,0.53,0
330,User330,user330@example.com,9876500330,44,Chennai,Manager,0.71,0.62,0.34,0.63,0
331,User331,user331@example.com,9876500331,22,Mumbai,Engineer,0.66,0.13,0.09,0.82,0
332,User332,user332@example.com,9876500332,44,Kolkata,Teacher,0.93,0.8,0.18,0.62,0
333,User333,user333@example.com,9876500333,37,Bangalore,Driver,0.78,0.51,0.78,0.54,0
334,User334,user334@example.com,9876500334,28,Bangalore,Freelancer,0.02,0.19,0.9,0.91,1
335,User335,user335@example.com,9876500335,27,Delhi,Freelancer,0.15,0.81,0.49,0.23,0
336,User336,user336@example.com,9876500336,41,Bangalore,Teacher,0.46,0.55,0.63,0.82,0
337,User337,user337@example.com,9876500337,31,Mumbai,Driver,0.97,0.11,0.15,0.91,0
338,User338,user338@example.com,9876500338,33,Delhi,Freelancer,0.23,0.2,0.18,0.55,1
339,User339,user339@example.com,9876500339,42,Mumbai,Manager,0.67,0.46,0.27,0.28,0
340,User340,user340@example.com,9876500340,36,Bangalore,Manager,0.4,0.48,0.57,0.36,0
341,User341,user341@example.com,9876500341,24,Bangalore,Engineer,0.17,0.55,0.36,0.16,1
342,User342,user342@example.com,9876500342,41,Chennai,Driver,0.44,0.96,0.12,0.16,0
343,User343,user343@example.com,9876500343,30,Bangalore,Teacher,0.92,0.57,0.56,0.18,0
344,User344,user344@example.com,9876500344,30,Kolkata,Teacher,0.52,0.01,1.0,0.58,1
345,User345,user345@example.com,9876500345,21,Delhi,Freelancer,0.31,0.96,0.9,0.34,0
346,User346,user346@example.com,9876500346,41,Kolkata,Engineer,0.68,0.22,0.1,0.27,0
347,User347,user347@example.com,9876500347,45,Delhi,Manager,0.91,0.77,0.39,0.41,1
348,User348,user348@example.com,9876500348,36,Kolkata,Teacher,0.41,0.5,0.35,0.21,0
349,User349,user349@example.com,9876500349,47,Bangalore,Teacher,0.84,0.21,0.36,0.29,0
350,User350,user350@example.com,9876500350,44,Delhi,Freelancer,0.69,0.02,0.02,0.26,0
351,User351,user351@example.com,9876500351,25,Chennai,Teacher,0.17,0.74,0.18,0.85,0
352,User352,user352@example.com,9876500352,29,Delhi,Manager,0.19,0.41,0.83,0.51,0
353,User353,user353@example.com,9876500353,30,Bangalore,Engineer,0.83,0.18,0.32,0.79,1
354,User354,user354@example.com,9876500354,33,Kolkata,Teacher,0.08,0.42,0.49,0.46,1
355,User355,user355@example.com,9876500355,48,Delhi,Teacher,0.11,0.09,0.1,0.75,0
356,User356,user356@example.com,9876500356,23,Bangalore,Manager,0.32,0.57,0.19,0.72,0
357,User357,user357@example.com,9876500357,44,Chennai,Engineer,0.93,0.78,0.26,0.23,0
358,User358,user358@example.com,9876500358,48,Delhi,Driver,0.76,0.74,0.87,0.59,0
359,User359,user359@example.com,9876500359,44,Kolkata,Engineer,0.16,0.67,0.88,0.79,0
360,User360,user360@example.com,9876500360,38,Bangalore,Freelancer,0.54,0.32,0.87,0.42,0
361,User361,user361@example.com,9876500361,27,Chennai,Manager,0.63,0.61,0.82,0.7,1
362,User362,user362@example.com,9876500362,30,Delhi,Engineer,0.19,0.41,0.37,0.03,0
363,User363,user363@example.com,9876500363,25,Bangalore,Manager,0.44,0.92,0.79,0.79,0
364,User364,user364@example.com,9876500364,40,Chennai,Freelancer,0.13,0.93,0.43,0.61,0
365,User365,user365@example.com,9876500365,31,Delhi,Teacher,0.69,0.04,0.85,0.3,1
366,User366,user366@example.com,9876500366,32,Chennai,Driver,0.17,0.3,0.22,0.5,0
367,User367,user367@example.com,9876500367,23,Delhi,Driver,0.81,0.64,0.66,0.3,0
368,User368,user368@example.com,9876500368,36,Bangalore,Engineer,0.92,0.28,0.87,0.86,0
369,User369,user369@example.com,9876500369,27,Mumbai,Teacher,0.86,0.12,0.82,0.55,0
370,User370,user370@example.com,9876500370,41,Mumbai,Driver,0.41,0.23,0.95,0.46,0
371,User371,user371@example.com,9876500371,39,Delhi,Manager,0.93,0.21,0.9,0.61,1
372,User372,user372@example.com,9876500372,22,Mumbai,Manager,0.05,0.64,0.94,0.44,0
373,User373,user373@example.com,9876500373,28,Kolkata,Teacher,0.91,0.64,0.0,0.35,0
374,User374,user374@example.com,9876500374,29,Bangalore,Engineer,0.05,0.18,0.96,0.98,1
375,User375,user375@example.com,9876500375,21,Bangalore,Teacher,0.33,0.14,0.55,0.49,1
376,User376,user376@example.com,9876500376,48,Mumbai,Freelancer,0.72,0.97,0.31,0.87,0
377,User377,user377@example.com,9876500377,33,Mumbai,Manager,0.7,0.69,0.6,0.33,0
378,User378,user378@example.com,9876500378,32,Chennai,Freelancer,0.89,0.74,0.69,0.72,0
379,User379,user379@example.com,9876500379,23,Mumbai,Freelancer,0.11,0.95,0.13,0.67,0
380,User380,user380@example.com,9876500380,47,Delhi,Freelancer,0.26,0.52,0.96,0.72,0
381,User381,user381@example.com,9876500381,49,Chennai,Driver,0.27,0.83,0.39,0.08,0
382,User382,user382@example.com,9876500382,44,Bangalore,Freelancer,0.26,0.98,0.04,0.06,0
383,User383,user383@example.com,9876500383,39,Delhi,Manager,0.42,0.83,0.75,0.97,0
384,User384,user384@example.com,9876500384,45,Mumbai,Manager,0.91,0.47,0.97,0.56,1
385,User385,user385@example.com,9876500385,40,Kolkata,Manager,0.27,0.38,0.53,0.11,0
386,User386,user386@example.com,9876500386,38,Kolkata,Teacher,0.26,0.68,0.38,0.19,0
387,User387,user387@example.com,9876500387,43,Mumbai,Teacher,0.09,0.34,0.7,0.12,0
388,User388,user388@example.com,9876500388,27,Kolkata,Freelancer,0.53,0.18,0.83,0.1,0
389,User389,user389@example.com,9876500389,31,Kolkata,Driver,0.4,0.31,0.49,0.84,0
390,User390,user390@example.com,9876500390,29,Delhi,Driver,0.94,0.96,0.49,0.61,0
391,User391,user391@example.com,9876500391,20,Delhi,Freelancer,0.54,0.41,0.05,0.67,0
392,User392,user392@example.com,9876500392,47,Mumbai,Driver,0.56,0.43,0.34,0.32,0
393,User393,user393@example.com,9876500393,45,Chennai,Freelancer,0.67,0.03,0.11,0.3,0
394,User394,user394@example.com,9876500394,47,Delhi,Manager,0.2,0.43,0.69,0.35,0
395,User395,user395@example.com,9876500395,20,Chennai,Manager,0.26,0.43,0.39,0.24,1
396,User396,user396@example.com,9876500396,45,Delhi,Driver,0.23,0.42,0.57,0.45,1
397,User397,user397@example.com,9876500397,43,Bangalore,Manager,0.21,0.78,0.67,0.42,0
398,User398,user398@example.com,9876500398,24,Kolkata,Engineer,0.81,0.92,0.51,0.18,1
399,User399,user399@example.com,9876500399,30,Bangalore,Freelancer,0.5,0.78,0.48,0.17,1
400,User400,user400@example.com,9876500400,22,Kolkata,Driver,0.75,0.96,0.53,0.5,0
401,User401,user401@example.com,9876500401,41,Chennai,Engineer,0.44,0.16,0.66,0.58,0
402,User402,user402@example.com,9876500402,26,Delhi,Engineer,0.04,0.02,0.14,0.85,0
403,User403,user403@example.com,9876500403,42,Kolkata,Freelancer,0.07,0.59,0.66,0.22,0
404,User404,user404@example.com,9876500404,31,Kolkata,Manager,0.86,0.66,0.34,0.64,0
405,User405,user405@example.com,9876500405,41,Bangalore,Manager,0.59,0.77,0.42,0.29,0
406,User406,user406@example.com,9876500406,36,Delhi,Freelancer,0.41,0.17,0.09,0.88,0
407,User407,user407@example.com,9876500407,27,Bangalore,Freelancer,0.41,0.41,0.98,0.14,0
408,User408,user408@example.com,9876500408,32,Kolkata,Teacher,0.54,0.75,0.2,0.07,0
409,User409,user409@example.com,9876500409,24,Mumbai,Freelancer,0.74,0.93,0.39,0.55,1
410,User410,user410@example.com,9876500410,35,Mumbai,Freelancer,0.81,0.02,0.81,0.68,1
411,User411,user411@example.com,9876500411,27,Delhi,Freelancer,0.19,0.57,0.45,0.72,0
412,User412,user412@example.com,9876500412,28,Kolkata,Teacher,0.49,0.55,0.32,0.43,0
413,User413,user413@example.com,9876500413,43,Mumbai,Manager,0.16,0.86,0.18,0.89,0
414,User414,user414@example.com,9876500414,21,Mumbai,Engineer,0.68,0.52,0.58,0.09,0
415,User415,user415@example.com,9876500415,42,Mumbai,Engineer,0.9,0.67,0.61,0.46,0
416,User416,user416@example.com,9876500416,49,Kolkata,Freelancer,0.82,0.4,0.46,0.12,0
417,User417,user417@example.com,9876500417,22,Mumbai,Engineer,0.26,0.91,0.67,0.04,0
418,User418,user418@example.com,9876500418,34,Delhi,Teacher,0.93,0.18,0.24,0.41,0
419,User419,user419@example.com,9876500419,37,Delhi,Driver,0.96,0.88,0.61,0.81,1
420,User420,user420@example.com,9876500420,28,Delhi,Engineer,0.68,0.53,0.14,0.69,0
421,User421,user421@example.com,9876500421,43,Mumbai,Manager,0.34,0.23,0.9,0.73,1
422,User422,user422@example.com,9876500422,47,Kolkata,Manager,0.87,0.13,0.13,0.74,1
423,User423,user423@example.com,9876500423,32,Kolkata,Driver,0.79,0.65,0.01,0.83,0
424,User424,user424@example.com,9876500424,47,Chennai,Teacher,0.75,0.66,0.56,0.82,0
425,User425,user425@example.com,9876500425,44,Kolkata,Teacher,0.02,0.85,0.03,0.64,1
426,User426,user426@example.com,9876500426,36,Kolkata,Manager,0.61,0.75,0.75,0.22,0
427,User427,user427@example.com,9876500427,27,Chennai,Manager,0.12,0.04,0.23,0.53,0
428,User428,user428@example.com,9876500428,39,Delhi,Driver,0.63,0.74,0.43,0.75,0
429,User429,user429@example.com,9876500429,37,Mumbai,Freelancer,0.4,0.49,0.63,0.51,0
430,User430,user430@example.com,9876500430,38,Bangalore,Engineer,0.72,0.71,0.26,0.13,0
431,User431,user431@example.com,9876500431,31,Kolkata,Manager,0.44,0.48,0.63,0.87,0
432,User432,user432@example.com,9876500432,21,Bangalore,Freelancer,0.58,0.71,0.51,0.69,0
433,User433,user433@example.com,9876500433,27,Mumbai,Freelancer,0.15,0.33,0.1,0.04,0
434,User434,user434@example.com,9876500434,35,Kolkata,Manager,0.32,0.9,0.91,0.6,0
435,User435,user435@example.com,9876500435,44,Bangalore,Freelancer,0.94,0.5,0.2,0.18,0
436,User436,user436@example.com,9876500436,25,Mumbai,Manager,0.99,0.18,0.32,0.02,1
437,User437,user437@example.com,9876500437,35,Chennai,Teacher,0.82,0.16,0.65,0.7,0
438,User438,user438@example.com,9876500438,42,Delhi,Driver,0.53,0.02,0.83,0.68,0
439,User439,user439@example.com,9876500439,20,Kolkata,Teacher,0.86,0.09,0.59,0.87,0
440,User440,user440@example.com,9876500440,38,Bangalore,Driver,0.22,0.52,0.82,0.96,0
441,User441,user441@example.com,9876500441,46,Kolkata,Teacher,0.98,0.77,0.09,0.47,0
442,User442,user442@example.com,9876500442,30,Delhi,Freelancer,0.09,0.52,0.85,0.1,0
443,User443,user443@example.com,9876500443,37,Delhi,Teacher,0.6,0.41,0.31,0.78,0
444,User444,user444@example.com,9876500444,38,Delhi,Teacher,0.09,0.33,0.88,0.37,0
445,User445,user445@example.com,9876500445,38,Mumbai,Freelancer,0.8,0.41,0.13,0.24,0
446,User446,user446@example.com,9876500446,24,Bangalore,Freelancer,0.68,0.33,0.71,0.77,0
447,User447,user447@example.com,9876500447,45,Mumbai,Manager,0.52,0.0,0.59,0.57,0
448,User448,user448@example.com,9876500448,46,Delhi,Freelancer,0.34,0.54,0.06,0.63,1
449,User449,user449@example.com,9876500449,42,Bangalore,Teacher,0.79,0.1,0.63,0.06,0
450,User450,user450@example.com,9876500450,39,Delhi,Teacher,0.66,0.38,0.31,0.6,0
451,User451,user451@example.com,9876500451,23,Chennai,Teacher,0.66,0.86,0.85,0.69,0
452,User452,user452@example.com,9876500452,43,Delhi,Teacher,0.61,0.94,0.58,0.84,1
453,User453,user453@example.com,9876500453,39,Delhi,Manager,0.29,0.94,0.41,0.57,1
454,User454,user454@example.com,9876500454,40,Bangalore,Teacher,0.4,0.06,0.0,0.26,0
455,User455,user455@example.com,9876500455,47,Mumbai,Freelancer,0.2,0.79,0.66,0.15,1
456,User456,user456@example.com,9876500456,31,Mumbai,Freelancer,0.53,0.44,0.13,0.63,1
457,User457,user457@example.com,9876500457,35,Mumbai,Teacher,0.36,0.52,0.05,0.88,0
458,User458,user458@example.com,9876500458,46,Delhi,Driver,0.29,0.11,0.8,0.44,0
459,User459,user459@example.com,9876500459,39,Bangalore,Driver,0.24,0.67,0.73,0.64,1
460,User460,user460@example.com,9876500460,42,Bangalore,Teacher,0.82,0.13,0.41,0.12,0
461,User461,user461@example.com,9876500461,45,Kolkata,Freelancer,0.11,0.92,0.63,0.42,0
462,User462,user462@example.com,9876500462,35,Mumbai,Freelancer,0.57,0.5,0.87,0.44,1
463,User463,user463@example.com,9876500463,48,Mumbai,Teacher,0.2,0.54,0.5,0.0,0
464,User464,user464@example.com,9876500464,26,Kolkata,Teacher,0.62,0.32,0.67,0.91,0
465,User465,user465@example.com,9876500465,49,Bangalore,Manager,0.95,0.87,0.04,0.04,0
466,User466,user466@example.com,9876500466,37,Kolkata,Engineer,0.02,0.12,0.03,0.86,0
467,User467,user467@example.com,9876500467,35,Delhi,Teacher,0.69,0.21,0.52,0.99,1
468,User468,user468@example.com,9876500468,44,Delhi,Driver,0.79,0.75,0.75,0.37,0
469,User469,user469@example.com,9876500469,27,Mumbai,Manager,0.12,0.83,0.82,0.22,1
470,User470,user470@example.com,9876500470,42,Kolkata,Driver,0.22,0.08,0.53,0.64,0
471,User471,user471@example.com,9876500471,26,Bangalore,Manager,0.28,0.04,0.63,0.26,0
472,User472,user472@example.com,9876500472,41,Chennai,Manager,0.43,0.29,0.84,0.81,0
473,User473,user473@example.com,9876500473,49,Kolkata,Driver,0.86,0.86,0.02,0.41,0
474,User474,user474@example.com,9876500474,33,Delhi,Teacher,0.78,0.42,0.97,0.28,1
475,User475,user475@example.com,9876500475,23,Mumbai,Teacher,0.86,0.77,0.84,0.26,0
476,User476,user476@example.com,9876500476,21,Delhi,Manager,0.29,0.55,0.25,0.09,0
477,User477,user477@example.com,9876500477,28,Mumbai,Freelancer,0.45,0.92,0.87,0.98,1
478,User478,user478@example.com,9876500478,36,Delhi,Engineer,0.03,0.25,0.12,0.75,0
479,User479,user479@example.com,9876500479,29,Kolkata,Driver,0.04,0.49,0.04,0.46,0
480,User480,user480@example.com,9876500480,22,Kolkata,Freelancer,0.38,0.08,0.7,0.11,0
481,User481,user481@example.com,9876500481,44,Delhi,Teacher,0.91,0.46,0.37,0.42,1
482,User482,user482@example.com,9876500482,28,Kolkata,Manager,0.24,0.88,0.54,0.38,0
483,User483,user483@example.com,9876500483,48,Kolkata,Engineer,0.77,0.41,0.08,0.39,0
484,User484,user484@example.com,9876500484,46,Mumbai,Manager,0.11,0.3,0.92,0.92,0
485,User485,user485@example.com,9876500485,42,Delhi,Manager,0.88,0.72,0.47,0.19,1
486,User486,user486@example.com,9876500486,43,Chennai,Teacher,0.91,0.92,0.28,0.1,1
487,User487,user487@example.com,9876500487,20,Chennai,Manager,0.03,0.91,0.58,0.8,1
488,User488,user488@example.com,9876500488,33,Bangalore,Teacher,0.17,0.65,0.66,0.24,0
489,User489,user489@example.com,9876500489,22,Delhi,Driver,0.7,0.31,0.81,0.6,0
490,User490,user490@example.com,9876500490,36,Mumbai,Driver,0.7,0.22,0.49,0.86,0
491,User491,user491@example.com,9876500491,44,Bangalore,Teacher,0.32,0.97,0.39,0.11,0
492,User492,user492@example.com,9876500492,25,Kolkata,Teacher,0.51,0.71,0.4,0.37,0
493,User493,user493@example.com,9876500493,27,Kolkata,Freelancer,0.03,0.54,0.88,0.6,1
494,User494,user494@example.com,9876500494,20,Kolkata,Driver,0.95,0.34,0.41,0.73,0
495,User495,user495@example.com,9876500495,40,Chennai,Freelancer,0.16,0.45,0.46,0.61,0
496,User496,user496@example.com,9876500496,40,Bangalore,Teacher,0.39,0.2,0.43,0.14,0
497,User497,user497@example.com,9876500497,29,Chennai,Driver,0.63,0.6,0.88,0.58,0
498,User498,user498@example.com,9876500498,48,Chennai,Engineer,0.2,0.48,0.91,0.15,1
499,User499,user499@example.com,9876500499,44,Delhi,Manager,0.91,0.94,0.27,0.82,1
500,User500,user500@example.com,9876500500,32,Delhi,Teacher,0.13,0.27,0.59,0.02,0
